head	relation	tail
Etacrynic acid	contraindication	multiple system atrophy
Etacrynic acid	contraindication	postural orthostatic tachycardia syndrome
Etacrynic acid	contraindication	orthostatic hypotension
Tetrabenazine	contraindication	multiple system atrophy
Tetrabenazine	contraindication	postural orthostatic tachycardia syndrome
Tetrabenazine	contraindication	orthostatic hypotension
Promazine	contraindication	multiple system atrophy
Promazine	contraindication	postural orthostatic tachycardia syndrome
Promazine	contraindication	orthostatic hypotension
Perphenazine	contraindication	multiple system atrophy
Perphenazine	contraindication	postural orthostatic tachycardia syndrome
Perphenazine	contraindication	orthostatic hypotension
Prochlorperazine	contraindication	multiple system atrophy
Prochlorperazine	contraindication	postural orthostatic tachycardia syndrome
Prochlorperazine	contraindication	orthostatic hypotension
Chlordiazepoxide	contraindication	multiple system atrophy
Chlordiazepoxide	contraindication	postural orthostatic tachycardia syndrome
Chlordiazepoxide	contraindication	orthostatic hypotension
Caffeine	contraindication	multiple system atrophy
Caffeine	contraindication	postural orthostatic tachycardia syndrome
Caffeine	contraindication	orthostatic hypotension
Apomorphine	contraindication	multiple system atrophy
Apomorphine	contraindication	postural orthostatic tachycardia syndrome
Apomorphine	contraindication	orthostatic hypotension
Clozapine	contraindication	multiple system atrophy
Clozapine	contraindication	postural orthostatic tachycardia syndrome
Clozapine	contraindication	orthostatic hypotension
Morphine	contraindication	multiple system atrophy
Morphine	contraindication	postural orthostatic tachycardia syndrome
Morphine	contraindication	orthostatic hypotension
Mesoridazine	contraindication	multiple system atrophy
Mesoridazine	contraindication	postural orthostatic tachycardia syndrome
Mesoridazine	contraindication	orthostatic hypotension
Fluoxetine	contraindication	multiple system atrophy
Fluoxetine	contraindication	postural orthostatic tachycardia syndrome
Fluoxetine	contraindication	orthostatic hypotension
Droperidol	contraindication	multiple system atrophy
Droperidol	contraindication	postural orthostatic tachycardia syndrome
Droperidol	contraindication	orthostatic hypotension
Furosemide	contraindication	multiple system atrophy
Furosemide	contraindication	postural orthostatic tachycardia syndrome
Furosemide	contraindication	orthostatic hypotension
Buprenorphine	contraindication	multiple system atrophy
Buprenorphine	contraindication	postural orthostatic tachycardia syndrome
Buprenorphine	contraindication	orthostatic hypotension
Phenelzine	contraindication	multiple system atrophy
Phenelzine	contraindication	postural orthostatic tachycardia syndrome
Phenelzine	contraindication	orthostatic hypotension
Guanabenz	contraindication	multiple system atrophy
Guanabenz	contraindication	postural orthostatic tachycardia syndrome
Guanabenz	contraindication	orthostatic hypotension
Chlorpromazine	contraindication	multiple system atrophy
Chlorpromazine	contraindication	postural orthostatic tachycardia syndrome
Chlorpromazine	contraindication	orthostatic hypotension
Thioridazine	contraindication	multiple system atrophy
Thioridazine	contraindication	postural orthostatic tachycardia syndrome
Thioridazine	contraindication	orthostatic hypotension
Amitriptyline	contraindication	multiple system atrophy
Amitriptyline	contraindication	postural orthostatic tachycardia syndrome
Amitriptyline	contraindication	orthostatic hypotension
Thalidomide	contraindication	multiple system atrophy
Thalidomide	contraindication	postural orthostatic tachycardia syndrome
Thalidomide	contraindication	orthostatic hypotension
Dextropropoxyphene	contraindication	multiple system atrophy
Dextropropoxyphene	contraindication	postural orthostatic tachycardia syndrome
Dextropropoxyphene	contraindication	orthostatic hypotension
Naloxone	contraindication	multiple system atrophy
Naloxone	contraindication	postural orthostatic tachycardia syndrome
Naloxone	contraindication	orthostatic hypotension
Fentanyl	contraindication	multiple system atrophy
Fentanyl	contraindication	postural orthostatic tachycardia syndrome
Fentanyl	contraindication	orthostatic hypotension
Minoxidil	contraindication	multiple system atrophy
Minoxidil	contraindication	postural orthostatic tachycardia syndrome
Minoxidil	contraindication	orthostatic hypotension
Maraviroc	contraindication	multiple system atrophy
Maraviroc	contraindication	postural orthostatic tachycardia syndrome
Maraviroc	contraindication	orthostatic hypotension
Lurasidone	contraindication	multiple system atrophy
Lurasidone	contraindication	postural orthostatic tachycardia syndrome
Lurasidone	contraindication	orthostatic hypotension
Diazoxide	contraindication	multiple system atrophy
Diazoxide	contraindication	postural orthostatic tachycardia syndrome
Diazoxide	contraindication	orthostatic hypotension
Propiomazine	contraindication	multiple system atrophy
Propiomazine	contraindication	postural orthostatic tachycardia syndrome
Propiomazine	contraindication	orthostatic hypotension
Guanfacine	contraindication	multiple system atrophy
Guanfacine	contraindication	postural orthostatic tachycardia syndrome
Guanfacine	contraindication	orthostatic hypotension
Carbidopa	contraindication	multiple system atrophy
Carbidopa	contraindication	postural orthostatic tachycardia syndrome
Carbidopa	contraindication	orthostatic hypotension
Acetophenazine	contraindication	multiple system atrophy
Acetophenazine	contraindication	postural orthostatic tachycardia syndrome
Acetophenazine	contraindication	orthostatic hypotension
Timolol	contraindication	multiple system atrophy
Timolol	contraindication	postural orthostatic tachycardia syndrome
Timolol	contraindication	orthostatic hypotension
Trazodone	contraindication	multiple system atrophy
Trazodone	contraindication	postural orthostatic tachycardia syndrome
Trazodone	contraindication	orthostatic hypotension
Bortezomib	contraindication	multiple system atrophy
Bortezomib	contraindication	postural orthostatic tachycardia syndrome
Bortezomib	contraindication	orthostatic hypotension
Metolazone	contraindication	multiple system atrophy
Metolazone	contraindication	postural orthostatic tachycardia syndrome
Metolazone	contraindication	orthostatic hypotension
Lacosamide	contraindication	multiple system atrophy
Lacosamide	contraindication	postural orthostatic tachycardia syndrome
Lacosamide	contraindication	orthostatic hypotension
Doxepin	contraindication	multiple system atrophy
Doxepin	contraindication	postural orthostatic tachycardia syndrome
Doxepin	contraindication	orthostatic hypotension
Dutasteride	contraindication	multiple system atrophy
Dutasteride	contraindication	postural orthostatic tachycardia syndrome
Dutasteride	contraindication	orthostatic hypotension
Silodosin	contraindication	multiple system atrophy
Silodosin	contraindication	postural orthostatic tachycardia syndrome
Silodosin	contraindication	orthostatic hypotension
Tranylcypromine	contraindication	multiple system atrophy
Tranylcypromine	contraindication	postural orthostatic tachycardia syndrome
Tranylcypromine	contraindication	orthostatic hypotension
Ziprasidone	contraindication	multiple system atrophy
Ziprasidone	contraindication	postural orthostatic tachycardia syndrome
Ziprasidone	contraindication	orthostatic hypotension
Selegiline	contraindication	multiple system atrophy
Selegiline	contraindication	postural orthostatic tachycardia syndrome
Selegiline	contraindication	orthostatic hypotension
Triflupromazine	contraindication	multiple system atrophy
Triflupromazine	contraindication	postural orthostatic tachycardia syndrome
Triflupromazine	contraindication	orthostatic hypotension
Paliperidone	contraindication	multiple system atrophy
Paliperidone	contraindication	postural orthostatic tachycardia syndrome
Paliperidone	contraindication	orthostatic hypotension
Rasagiline	contraindication	multiple system atrophy
Rasagiline	contraindication	postural orthostatic tachycardia syndrome
Rasagiline	contraindication	orthostatic hypotension
Iloperidone	contraindication	multiple system atrophy
Iloperidone	contraindication	postural orthostatic tachycardia syndrome
Iloperidone	contraindication	orthostatic hypotension
Olanzapine	contraindication	multiple system atrophy
Olanzapine	contraindication	postural orthostatic tachycardia syndrome
Olanzapine	contraindication	orthostatic hypotension
Entacapone	contraindication	multiple system atrophy
Entacapone	contraindication	postural orthostatic tachycardia syndrome
Entacapone	contraindication	orthostatic hypotension
Aripiprazole	contraindication	multiple system atrophy
Aripiprazole	contraindication	postural orthostatic tachycardia syndrome
Aripiprazole	contraindication	orthostatic hypotension
Trifluoperazine	contraindication	multiple system atrophy
Trifluoperazine	contraindication	postural orthostatic tachycardia syndrome
Trifluoperazine	contraindication	orthostatic hypotension
Duloxetine	contraindication	multiple system atrophy
Duloxetine	contraindication	postural orthostatic tachycardia syndrome
Duloxetine	contraindication	orthostatic hypotension
Quetiapine	contraindication	multiple system atrophy
Quetiapine	contraindication	postural orthostatic tachycardia syndrome
Quetiapine	contraindication	orthostatic hypotension
Risperidone	contraindication	multiple system atrophy
Risperidone	contraindication	postural orthostatic tachycardia syndrome
Risperidone	contraindication	orthostatic hypotension
Tamsulosin	contraindication	multiple system atrophy
Tamsulosin	contraindication	postural orthostatic tachycardia syndrome
Tamsulosin	contraindication	orthostatic hypotension
Pramipexole	contraindication	multiple system atrophy
Pramipexole	contraindication	postural orthostatic tachycardia syndrome
Pramipexole	contraindication	orthostatic hypotension
Rotigotine	contraindication	drug-induced dyskinesia
Ropinirole	contraindication	drug-induced dyskinesia
Levodopa	contraindication	drug-induced dyskinesia
Apomorphine	contraindication	drug-induced dyskinesia
Morphine	contraindication	drug-induced dyskinesia
Carbidopa	contraindication	drug-induced dyskinesia
Rasagiline	contraindication	drug-induced dyskinesia
Entacapone	contraindication	drug-induced dyskinesia
Pramipexole	contraindication	drug-induced dyskinesia
Ondansetron	contraindication	long QT syndrome
Ranolazine	contraindication	long QT syndrome
Venlafaxine	contraindication	long QT syndrome
Fosphenytoin	contraindication	long QT syndrome
Vemurafenib	contraindication	long QT syndrome
Toremifene	contraindication	long QT syndrome
Salmeterol	contraindication	long QT syndrome
Fluconazole	contraindication	long QT syndrome
Ciprofloxacin	contraindication	long QT syndrome
Itraconazole	contraindication	long QT syndrome
Perazine	contraindication	long QT syndrome
Alimemazine	contraindication	long QT syndrome
Mometasone furoate	contraindication	long QT syndrome
Azithromycin	contraindication	long QT syndrome
Ofloxacin	contraindication	long QT syndrome
Lumefantrine	contraindication	long QT syndrome
Alfuzosin	contraindication	long QT syndrome
Clarithromycin	contraindication	long QT syndrome
Cisapride	contraindication	long QT syndrome
Fluticasone propionate	contraindication	long QT syndrome
