head	relation	tail
Ziprasidone	contraindication	orthostatic hypotension
Selegiline	contraindication	multiple system atrophy
Selegiline	contraindication	postural orthostatic tachycardia syndrome
Selegiline	contraindication	orthostatic hypotension
Triflupromazine	contraindication	multiple system atrophy
Triflupromazine	contraindication	postural orthostatic tachycardia syndrome
Triflupromazine	contraindication	orthostatic hypotension
Paliperidone	contraindication	multiple system atrophy
Paliperidone	contraindication	postural orthostatic tachycardia syndrome
Paliperidone	contraindication	orthostatic hypotension
Rasagiline	contraindication	multiple system atrophy
Rasagiline	contraindication	postural orthostatic tachycardia syndrome
Rasagiline	contraindication	orthostatic hypotension
Iloperidone	contraindication	multiple system atrophy
Iloperidone	contraindication	postural orthostatic tachycardia syndrome
Iloperidone	contraindication	orthostatic hypotension
Olanzapine	contraindication	multiple system atrophy
Olanzapine	contraindication	postural orthostatic tachycardia syndrome
Olanzapine	contraindication	orthostatic hypotension
Entacapone	contraindication	multiple system atrophy
Entacapone	contraindication	postural orthostatic tachycardia syndrome
Entacapone	contraindication	orthostatic hypotension
Aripiprazole	contraindication	multiple system atrophy
Aripiprazole	contraindication	postural orthostatic tachycardia syndrome
Aripiprazole	contraindication	orthostatic hypotension
Trifluoperazine	contraindication	multiple system atrophy
Trifluoperazine	contraindication	postural orthostatic tachycardia syndrome
Trifluoperazine	contraindication	orthostatic hypotension
Duloxetine	contraindication	multiple system atrophy
Duloxetine	contraindication	postural orthostatic tachycardia syndrome
Duloxetine	contraindication	orthostatic hypotension
Quetiapine	contraindication	multiple system atrophy
Quetiapine	contraindication	postural orthostatic tachycardia syndrome
Quetiapine	contraindication	orthostatic hypotension
Risperidone	contraindication	multiple system atrophy
Risperidone	contraindication	postural orthostatic tachycardia syndrome
Risperidone	contraindication	orthostatic hypotension
Tamsulosin	contraindication	multiple system atrophy
Tamsulosin	contraindication	postural orthostatic tachycardia syndrome
Tamsulosin	contraindication	orthostatic hypotension
Pramipexole	contraindication	multiple system atrophy
Pramipexole	contraindication	postural orthostatic tachycardia syndrome
Pramipexole	contraindication	orthostatic hypotension
Estradiol valerate	contraindication	epilepsy
Disulfiram	contraindication	epilepsy
Meropenem	contraindication	epilepsy
Butamben	contraindication	epilepsy
Tetracaine	contraindication	epilepsy
Benzocaine	contraindication	epilepsy
Venlafaxine	contraindication	epilepsy
Desvenlafaxine	contraindication	epilepsy
Guaifenesin	contraindication	epilepsy
Milnacipran	contraindication	epilepsy
Phenyltoloxamine	contraindication	epilepsy
Mepyramine	contraindication	epilepsy
Povidone	contraindication	epilepsy
Povidone K30	contraindication	epilepsy
Diethylpropion	contraindication	epilepsy
Pseudoephedrine	contraindication	epilepsy
Guaiacol	contraindication	epilepsy
Salmeterol	contraindication	epilepsy
Racementhol	contraindication	epilepsy
Cefepime	contraindication	epilepsy
Homatropine	contraindication	epilepsy
Hydralazine	contraindication	epilepsy
Brompheniramine	contraindication	epilepsy
Pheniramine	contraindication	epilepsy
Ciprofloxacin	contraindication	epilepsy
Mirtazapine	contraindication	epilepsy
Cinchocaine	contraindication	epilepsy
Perazine	contraindication	epilepsy
Alimemazine	contraindication	epilepsy
Mometasone furoate	contraindication	epilepsy
Nefazodone	contraindication	epilepsy
Atomoxetine	contraindication	epilepsy
Orphenadrine	contraindication	epilepsy
Riboflavin	contraindication	epilepsy
Methylprednisolone	contraindication	epilepsy
Ofloxacin	contraindication	epilepsy
Cilastatin	contraindication	epilepsy
Chlorcyclizine	contraindication	epilepsy
Cyclizine	contraindication	epilepsy
Cisapride	contraindication	epilepsy
Fluticasone propionate	contraindication	epilepsy
Homatropine methylbromide	contraindication	epilepsy
Levonorgestrel	contraindication	epilepsy
Sertraline	contraindication	epilepsy
Chlorthalidone	contraindication	epilepsy
Potassium Iodide	contraindication	epilepsy
Amantadine	contraindication	epilepsy
Codeine	contraindication	epilepsy
Fluoxymesterone	contraindication	epilepsy
Sodium phosphate, monobasic	contraindication	epilepsy
Isopropamide	contraindication	epilepsy
Potassium chloride	contraindication	epilepsy
Molindone	contraindication	epilepsy
Trimipramine	contraindication	epilepsy
Formoterol	contraindication	epilepsy
Prilocaine	contraindication	epilepsy
Nortriptyline	contraindication	epilepsy
Medroxyprogesterone acetate	contraindication	epilepsy
Norfloxacin	contraindication	epilepsy
Fluphenazine	contraindication	epilepsy
Hydroxyzine	contraindication	epilepsy
Cycloserine	contraindication	epilepsy
Norethisterone	contraindication	epilepsy
Drospirenone	contraindication	epilepsy
Echothiophate	contraindication	epilepsy
Asenapine	contraindication	epilepsy
Mitoxantrone	contraindication	epilepsy
Salicylamide	contraindication	epilepsy
Imipenem	contraindication	epilepsy
Desonide	contraindication	epilepsy
Paroxetine	contraindication	epilepsy
Lisdexamfetamine	contraindication	epilepsy
Bisacodyl	contraindication	epilepsy
Ipratropium	contraindication	epilepsy
Tetracycline	contraindication	epilepsy
Tridihexethyl	contraindication	epilepsy
Cysteamine	contraindication	epilepsy
Edetic acid	contraindication	epilepsy
Cyclosporine	contraindication	epilepsy
Citalopram	contraindication	epilepsy
Neostigmine	contraindication	epilepsy
Levodopa	contraindication	epilepsy
Isocarboxazid	contraindication	epilepsy
Phenylephrine	contraindication	epilepsy
Dyclonine	contraindication	epilepsy
Orciprenaline	contraindication	epilepsy
Chlorothiazide	contraindication	epilepsy
Hydrochlorothiazide	contraindication	epilepsy
Lindane	contraindication	epilepsy
Theophylline	contraindication	epilepsy
Promazine	contraindication	epilepsy
Perphenazine	contraindication	epilepsy
Prochlorperazine	contraindication	epilepsy
Chlordiazepoxide	contraindication	epilepsy
Testosterone	contraindication	epilepsy
Testosterone cypionate	contraindication	epilepsy
Methyltestosterone	contraindication	epilepsy
Pyrimethamine	contraindication	epilepsy
Caffeine	contraindication	epilepsy
Progesterone	contraindication	epilepsy
Ethinylestradiol	contraindication	epilepsy
Meprobamate	contraindication	epilepsy
Physostigmine	contraindication	epilepsy
Morphine	contraindication	epilepsy
Serine	contraindication	epilepsy
Mesoridazine	contraindication	epilepsy
Sunitinib	contraindication	epilepsy
Praziquantel	contraindication	epilepsy
Dinoprost	contraindication	epilepsy
Fluoxetine	contraindication	epilepsy
Fluvoxamine	contraindication	epilepsy
Chloroquine	contraindication	epilepsy
Metamfetamine	contraindication	epilepsy
Mefloquine	contraindication	epilepsy
Indomethacin	contraindication	epilepsy
Estrone	contraindication	epilepsy
Prednisone	contraindication	epilepsy
Haloperidol	contraindication	epilepsy
Budesonide	contraindication	epilepsy
Phenelzine	contraindication	epilepsy
Dextroamphetamine	contraindication	epilepsy
Epinephrine	contraindication	epilepsy
Scopolamine	contraindication	epilepsy
Dalfampridine	contraindication	epilepsy
Sodium oxybate	contraindication	epilepsy
Ascorbic acid	contraindication	epilepsy
Reserpine	contraindication	epilepsy
Chlorpromazine	contraindication	epilepsy
Imipramine	contraindication	epilepsy
Amitriptyline	contraindication	epilepsy
Desipramine	contraindication	epilepsy
Thalidomide	contraindication	epilepsy
Estradiol	contraindication	epilepsy
Prednisolone	contraindication	epilepsy
Hydrocortisone	contraindication	epilepsy
Cortisone acetate	contraindication	epilepsy
Hydrocortisone acetate	contraindication	epilepsy
Dexamethasone	contraindication	epilepsy
Carbinoxamine	contraindication	epilepsy
Triprolidine	contraindication	epilepsy
Hydromorphone	contraindication	epilepsy
Naloxone	contraindication	epilepsy
Metronidazole	contraindication	epilepsy
Protriptyline	contraindication	epilepsy
Dexmethylphenidate	contraindication	epilepsy
Capsaicin	contraindication	epilepsy
Bupivacaine	contraindication	epilepsy
Betamethasone	contraindication	epilepsy
Lurasidone	contraindication	epilepsy
Metoclopramide	contraindication	epilepsy
Dinoprostone	contraindication	epilepsy
Galantamine	contraindication	epilepsy
Norgestimate	contraindication	epilepsy
Bupropion	contraindication	epilepsy
Polythiazide	contraindication	epilepsy
Levosalbutamol	contraindication	epilepsy
Thiothixene	contraindication	epilepsy
Tacrine	contraindication	epilepsy
Levomefolic acid	contraindication	epilepsy
Testosterone enanthate	contraindication	epilepsy
Estradiol cypionate	contraindication	epilepsy
Doxapram	contraindication	epilepsy
Chlorambucil	contraindication	epilepsy
Acetylcarnitine	contraindication	epilepsy
Clomipramine	contraindication	epilepsy
Amphetamine	contraindication	epilepsy
Estramustine	contraindication	epilepsy
Ephedrine	contraindication	epilepsy
Calcium gluconate	contraindication	epilepsy
Carbidopa	contraindication	epilepsy
Acetophenazine	contraindication	epilepsy
Tramadol	contraindication	epilepsy
Dexchlorpheniramine	contraindication	epilepsy
Polyethylene glycol	contraindication	epilepsy
Polyethylene glycol 400	contraindication	epilepsy
Polyethylene glycol 300	contraindication	epilepsy
Polyethylene glycol 3500	contraindication	epilepsy
Terbutaline	contraindication	epilepsy
Naproxen	contraindication	epilepsy
Daunorubicin	contraindication	epilepsy
Pimozide	contraindication	epilepsy
Tenofovir disoproxil	contraindication	epilepsy
Loxapine	contraindication	epilepsy
Tinidazole	contraindication	epilepsy
Magnesium salicylate	contraindication	epilepsy
Salbutamol	contraindication	epilepsy
Gemifloxacin	contraindication	epilepsy
Danazol	contraindication	epilepsy
Tadalafil	contraindication	epilepsy
Doxepin	contraindication	epilepsy
Naltrexone	contraindication	epilepsy
Linezolid	contraindication	epilepsy
Vilazodone	contraindication	epilepsy
Ibuprofen	contraindication	epilepsy
Tranylcypromine	contraindication	epilepsy
Efavirenz	contraindication	epilepsy
Carmustine	contraindication	epilepsy
Ertapenem	contraindication	epilepsy
Quinestrol	contraindication	epilepsy
Moxifloxacin	contraindication	epilepsy
Bismuth subsalicylate	contraindication	epilepsy
Phenylpropanolamine	contraindication	epilepsy
Tenofovir	contraindication	epilepsy
Ziprasidone	contraindication	epilepsy
Triflupromazine	contraindication	epilepsy
Paliperidone	contraindication	epilepsy
Emtricitabine	contraindication	epilepsy
Bacitracin	contraindication	epilepsy
Amoxapine	contraindication	epilepsy
Zanamivir	contraindication	epilepsy
Lidocaine	contraindication	epilepsy
Rasagiline	contraindication	epilepsy
Hydroflumethiazide	contraindication	epilepsy
Methyclothiazide	contraindication	epilepsy
Phenmetrazine	contraindication	epilepsy
Iloperidone	contraindication	epilepsy
Trichlormethiazide	contraindication	epilepsy
Olanzapine	contraindication	epilepsy
Chlorpheniramine	contraindication	epilepsy
Dexbrompheniramine	contraindication	epilepsy
Entacapone	contraindication	epilepsy
